學年度,學校,系名,科系類型,錄取平均,原始總分
110,台大,戲劇學系(男),,80.24,481.45
110,台大,戲劇學系(女),,81.73,490.38
110,台大,數學系,數學,76.8,345.6
110,台大,物理學系,物理,76.99,384.95
110,台大,化學系,化學,75.66,378.32
110,台大,地質科學系,地質,70.15,350.75
110,台大,心理學系,心理,77.57,387.85
110,台大,地理環境資源學系A組,地理,68.58,342.9
110,台大,地理環境資源學系B組,地理,83.31,416.55
110,台大,大氣科學系,大氣科學,71.79,358.95
110,台大,政治學系政治理論組,政治,83.75,460.61
110,台大,政治學系國際關係組,政治,85.68,471.25
110,台大,政治學系公共行政組,政治,84.43,464.34
110,台大,經濟學系,經濟,89.7,403.63
110,台大,社會學系,社會學,82.94,414.72
110,台大,社會工作學系,社會工作,81.03,445.69
110,台大,醫學系(自費),醫學,89.92,449.6
110,台大,醫學系(公費),醫學,85.18,425.9
110,台大,牙醫學系,牙醫,87.98,439.9
110,台大,藥學系,藥學,82.1,451.55
110,台大,醫學檢驗暨生物技術學系,醫檢,78.59,392.95
110,台大,護理學系,護理,73.64,368.2
110,台大,物理治療學系,物理治療,79.91,399.55
110,台大,職能治療學系,職能治療,80.46,382.18
110,台大,土木工程學系,土木工程,72.37,361.85
110,台大,機械工程學系,機械工程,74.28,371.4
110,台大,化學工程學系,化學工程,75.78,378.9
110,台大,工程科學及海洋工程學系,,74.51,372.55
110,台大,材料科學與工程學系,材料,79.43,397.15
110,台大,醫學工程學系,生醫工程,76.18,380.9
110,台大,農藝學系,,73.8,405.9
110,台大,生物環境系統工程學系,,70.56,352.8
110,台大,農業化學系,農業化學,76.63,459.75
110,台大,森林環境暨資源學系,,69.08,483.55
110,台大,動物科學技術學系,,72.6,363.0
110,台大,農業經濟學系,農業經濟,75.93,417.6
110,台大,園藝暨景觀學系,,72.86,437.15
110,台大,獸醫學系,獸醫,80.99,404.95
110,台大,生物產業傳播暨發展學系,,83.2,540.78
110,台大,生物機電工程學系,,73.47,367.35
110,台大,昆蟲學系,,67.36,336.8
110,台大,植物病理與微生物學系,生命科學,75.0,375.0
110,台大,工商管理學系企業管理組,企業管理,88.86,622.0
110,台大,工商管理學系科技管理組,企業管理,76.66,536.6
110,台大,會計學系,會計,87.46,568.5
110,台大,財務金融學系,財務金融,91.51,411.78
110,台大,國際企業學系,國際企業,89.51,626.6
110,台大,資訊管理學系,資訊管理,78.98,394.9
110,台大,公共衛生學系A組,公共衛生,78.58,275.03
110,台大,公共衛生學系B組,公共衛生,83.91,377.58
110,台大,電機工程學系,電機工程,83.12,415.6
110,台大,資訊工程學系,資訊工程,81.84,409.2
110,台大,法律學系法學組,法律,86.01,451.55
110,台大,法律學系司法組,法律,86.99,456.7
110,台大,法律學系財經法學組,法律,88.77,466.05
110,台大,生命科學系,生命科學,76.07,380.35
110,台大,生化科技學系,,78.64,393.2
111,台大,中國文學系,中文,49.96,299.75
111,台大,外國語文學系,外文,53.05,278.5
111,台大,歷史學系,歷史,51.6,258.0
111,台大,哲學系,哲學,49.75,199.0
111,台大,人類學系,,51.91,285.5
111,台大,圖書資訊學系,,52.28,235.25
111,台大,日本語文學系,日文,51.92,311.5
111,台大,戲劇學系(男),,48.0,288.0
111,台大,戲劇學系(女),,49.33,296.0
111,台大,數學系,數學,39.25,235.5
111,台大,物理學系,物理,47.0,235.0
111,台大,化學系,化學,47.4,237.0
111,台大,地質科學系,地質,41.6,208.0
111,台大,心理學系,心理,47.8,239.0
111,台大,地理環境資源學系A組,地理,39.33,118.0
111,台大,地理環境資源學系B組,地理,56.62,184.0
111,台大,大氣科學系,大氣科學,43.2,216.0
111,台大,政治學系政治理論組,政治,53.23,292.75
111,台大,政治學系國際關係組,政治,54.86,301.75
111,台大,政治學系公共行政組,政治,53.41,293.75
111,台大,經濟學系A組,經濟,47.56,214.0
111,台大,經濟學系B組,經濟,48.0,216.0
111,台大,社會學系,社會學,52.2,261.0
111,台大,社會工作學系,社會工作,49.64,273.0
111,台大,醫學系(自費),醫學,56.0,280.0
111,台大,醫學系(公費),醫學,51.2,256.0
111,台大,牙醫學系,牙醫,54.6,273.0
111,台大,藥學系,藥學,50.77,330.0
111,台大,醫學檢驗暨生物技術學系,醫檢,48.2,241.0
111,台大,護理學系,護理,44.8,224.0
111,台大,物理治療學系,物理治療,48.4,242.0
111,台大,職能治療學系,職能治療,49.79,236.5
111,台大,土木工程學系,土木工程,43.8,219.0
111,台大,機械工程學系,機械工程,47.0,235.0
111,台大,化學工程學系,化學工程,46.0,264.5
111,台大,工程科學及海洋工程學系,,46.33,278.0
111,台大,材料科學與工程學系,材料,50.2,251.0
111,台大,醫學工程學系,生醫工程,46.4,232.0
111,台大,農藝學系,,41.95,230.75
111,台大,生物環境系統工程學系,,43.75,175.0
111,台大,農業化學系,農業化學,44.33,266.0
111,台大,森林環境暨資源學系,,32.5,195.0
111,台大,動物科學技術學系,,41.0,205.0
111,台大,農業經濟學系,農業經濟,42.5,255.0
111,台大,園藝暨景觀學系,,43.55,239.5
111,台大,獸醫學系,獸醫,50.6,253.0
111,台大,生物產業傳播暨發展學系,,51.85,337.0
111,台大,生物機電工程學系,,45.2,226.0
111,台大,昆蟲學系,,37.4,187.0
111,台大,植物病理與微生物學系,生命科學,44.0,220.0
111,台大,工商管理學系企業管理組A組,企業管理,46.6,233.0
111,台大,工商管理學系企業管理組B組,企業管理,51.2,256.0
111,台大,工商管理學系科技管理組,企業管理,44.2,221.0
111,台大,會計學系A組,會計,50.13,200.5
111,台大,會計學系B組,會計,49.38,296.25
111,台大,財務金融學系A組,財務金融,50.33,226.5
111,台大,財務金融學系B組,財務金融,56.56,254.5
111,台大,國際企業學系A組,國際企業,51.25,205.0
111,台大,國際企業學系B組,國際企業,51.83,311.0
111,台大,資訊管理學系,資訊管理,48.14,168.5
111,台大,公共衛生學系A組,公共衛生,44.64,245.5
111,台大,公共衛生學系B組,公共衛生,52.11,234.5
111,台大,電機工程學系,電機工程,54.25,217.0
111,台大,資訊工程學系,資訊工程,52.09,286.5
111,台大,法律學系法學組,法律,54.38,285.5
111,台大,法律學系司法組,法律,54.9,288.25
111,台大,法律學系財經法學組,法律,55.62,292.0
111,台大,生命科學系,生命科學,43.2,216.0
111,台大,生化科技學系,,45.8,229.0
111,台大,國際體育運動事務學士學位學程,,52.05,273.25
112,台大,中國文學系,中文,50.42,302.5
112,台大,外國語文學系,外文,53.67,281.75
112,台大,歷史學系,歷史,52.0,260.0
112,台大,哲學系,哲學,51.0,204.0
112,台大,人類學系,,51.45,283.0
112,台大,圖書資訊學系,,52.67,237.0
112,台大,日本語文學系,日文,52.17,313.0
112,台大,戲劇學系(男),,48.83,293.0
112,台大,戲劇學系(女),,50.33,302.0
112,台大,數學系,數學,48.58,291.5
112,台大,物理學系,物理,50.2,251.0
112,台大,化學系,化學,49.0,245.0
112,台大,地質科學系,地質,43.6,218.0
112,台大,心理學系,心理,48.0,240.0
112,台大,地理環境資源學系A組,地理,42.67,128.0
112,台大,地理環境資源學系B組,地理,54.08,175.75
112,台大,大氣科學系,大氣科學,45.43,261.25
112,台大,政治學系政治理論組,政治,53.86,296.25
112,台大,政治學系國際關係組,政治,55.77,306.75
112,台大,政治學系公共行政組,政治,53.95,296.75
112,台大,經濟學系A組,經濟,48.89,220.0
112,台大,經濟學系B組,經濟,51.78,233.0
112,台大,社會學系,社會學,51.4,257.0
112,台大,社會工作學系,社會工作,49.73,273.5
112,台大,醫學系(自費),醫學,56.6,283.0
112,台大,醫學系(公費),醫學,51.6,258.0
112,台大,牙醫學系,牙醫,55.0,275.0
112,台大,藥學系,藥學,51.43,360.0
112,台大,醫學檢驗暨生物技術學系,醫檢,48.6,243.0
112,台大,護理學系,護理,46.2,231.0
112,台大,物理治療學系,物理治療,48.6,243.0
112,台大,職能治療學系,職能治療,50.84,241.5
112,台大,土木工程學系,土木工程,46.2,231.0
112,台大,機械工程學系,機械工程,49.4,247.0
112,台大,化學工程學系,化學工程,49.05,233.0
112,台大,工程科學及海洋工程學系,,48.67,292.0
112,台大,材料科學與工程學系,材料,51.8,259.0
112,台大,醫學工程學系,生醫工程,49.0,245.0
112,台大,農藝學系,,44.5,244.75
112,台大,生物環境系統工程學系,,45.0,225.0
112,台大,農業化學系,農業化學,46.58,279.5
112,台大,森林環境暨資源學系,,41.58,249.5
112,台大,動物科學技術學系,,43.6,218.0
112,台大,農業經濟學系,農業經濟,44.33,266.0
112,台大,園藝暨景觀學系,,46.36,255.0
112,台大,獸醫學系,獸醫,50.4,252.0
112,台大,生物產業傳播暨發展學系,,48.23,313.5
112,台大,生物機電工程學系,,47.8,239.0
112,台大,昆蟲學系,,40.6,203.0
112,台大,植物病理與微生物學系,生命科學,45.8,229.0
112,台大,工商管理學系企業管理組A組,企業管理,48.8,244.0
112,台大,工商管理學系企業管理組B組,企業管理,52.8,264.0
112,台大,工商管理學系科技管理組,企業管理,47.4,237.0
112,台大,會計學系A組,會計,51.25,205.0
112,台大,會計學系B組,會計,51.38,308.25
112,台大,財務金融學系A組,財務金融,52.44,236.0
112,台大,財務金融學系B組,財務金融,56.78,255.5
112,台大,國際企業學系A組,國際企業,53.0,212.0
112,台大,國際企業學系B組,國際企業,53.33,320.0
112,台大,資訊管理學系,資訊管理,50.89,229.0
112,台大,公共衛生學系A組,公共衛生,46.5,255.75
112,台大,公共衛生學系B組,公共衛生,51.58,245.0
112,台大,電機工程學系,電機工程,56.25,225.0
112,台大,資訊工程學系,資訊工程,55.41,235.5
112,台大,法律學系法學組,法律,54.38,285.5
112,台大,法律學系司法組,法律,55.19,289.75
112,台大,法律學系財經法學組,法律,56.19,295.0
112,台大,生命科學系,生命科學,47.8,239.0
112,台大,生化科技學系,,47.2,236.0
112,台大,國際體育運動事務學士學位學程,,51.29,269.25
113,台大,中國文學系,中文,51.8,259.0
113,台大,外國語文學系,外文,53.86,282.75
113,台大,歷史學系,歷史,52.6,263.0
113,台大,哲學系,哲學,50.75,203.0
113,台大,人類學系,,51.36,282.5
113,台大,圖書資訊學系,,52.89,238.0
113,台大,日本語文學系,日文,52.83,317.0
113,台大,戲劇學系(男),,47.58,285.5
113,台大,戲劇學系(女),,48.42,290.5
113,台大,數學系,數學,50.17,301.0
113,台大,物理學系,物理,53.3,266.5
113,台大,化學系,化學,50.0,250.0
113,台大,地質科學系,地質,46.4,232.0
113,台大,心理學系,心理,50.0,250.0
113,台大,地理環境資源學系A組,地理,46.0,138.0
113,台大,地理環境資源學系B組,地理,53.92,175.25
113,台大,大氣科學系,大氣科學,46.78,269.0
113,台大,政治學系政治理論組,政治,54.45,299.5
113,台大,政治學系國際關係組,政治,56.18,309.0
113,台大,政治學系公共行政組,政治,54.73,301.0
113,台大,經濟學系A組,經濟,49.44,222.5
113,台大,經濟學系B組,經濟,50.73,279.0
113,台大,社會學系,社會學,51.2,256.0
113,台大,社會工作學系,社會工作,48.59,267.25
113,台大,醫學系(自費),醫學,57.4,287.0
113,台大,醫學系(公費),醫學,52.4,262.0
113,台大,牙醫學系,牙醫,56.6,283.0
113,台大,藥學系,藥學,53.0,371.0
113,台大,醫學檢驗暨生物技術學系,醫檢,50.8,254.0
113,台大,護理學系,護理,48.2,241.0
113,台大,物理治療學系,物理治療,50.6,253.0
113,台大,職能治療學系,職能治療,51.79,246.0
113,台大,土木工程學系,土木工程,48.2,241.0
113,台大,機械工程學系,機械工程,51.0,255.0
113,台大,化學工程學系,化學工程,50.47,239.75
113,台大,工程科學及海洋工程學系,,50.33,302.0
113,台大,材料科學與工程學系,材料,52.4,262.0
113,台大,醫學工程學系,生醫工程,50.6,253.0
113,台大,農藝學系,,46.64,256.5
113,台大,生物環境系統工程學系,,47.0,235.0
113,台大,農業化學系,農業化學,47.83,287.0
113,台大,森林環境暨資源學系,,43.42,260.5
113,台大,動物科學技術學系,,47.25,189.0
113,台大,農業經濟學系,農業經濟,47.0,235.0
113,台大,園藝暨景觀學系,,47.64,262.0
113,台大,獸醫學系,獸醫,52.2,261.0
113,台大,生物產業傳播暨發展學系,,48.54,315.5
113,台大,生物機電工程學系,,49.6,248.0
113,台大,昆蟲學系,,43.23,281.0
113,台大,植物病理與微生物學系,生命科學,47.4,237.0
113,台大,工商管理學系企業管理組A組,企業管理,49.4,247.0
113,台大,工商管理學系企業管理組B組,企業管理,52.4,262.0
113,台大,工商管理學系科技管理組,企業管理,48.2,241.0
113,台大,會計學系A組,會計,52.63,210.5
113,台大,會計學系B組,會計,51.54,309.25
113,台大,財務金融學系A組,財務金融,53.33,240.0
113,台大,財務金融學系B組,財務金融,56.44,254.0
113,台大,國際企業學系A組,國際企業,53.0,212.0
113,台大,國際企業學系B組,國際企業,53.33,320.0
113,台大,資訊管理學系,資訊管理,54.22,244.0
113,台大,公共衛生學系A組,公共衛生,47.91,263.5
113,台大,公共衛生學系B組,公共衛生,49.47,235.0
113,台大,電機工程學系,電機工程,57.25,229.0
113,台大,資訊工程學系,資訊工程,56.12,238.5
113,台大,法律學系法學組,法律,54.29,285.0
113,台大,法律學系司法組,法律,54.9,288.25
113,台大,法律學系財經法學組,法律,55.62,292.0
113,台大,生命科學系,生命科學,48.6,243.0
113,台大,生化科技學系,,48.2,241.0
113,台大,國際體育運動事務學士學位學程,,50.48,265.0
114,台大,中國文學系,中文,52.8,264.0
114,台大,外國語文學系,外文,52.12,325.75
114,台大,歷史學系,歷史,52.0,260.0
114,台大,哲學系,哲學,49.75,199.0
114,台大,人類學系,,51.91,285.5
114,台大,圖書資訊學系,,51.55,283.5
114,台大,日本語文學系,日文,51.67,310.0
114,台大,戲劇學系(男),,46.33,278.0
114,台大,戲劇學系(女),,48.58,291.5
114,台大,數學系,數學,51.08,306.5
114,台大,物理學系,物理,56.0,280.0
114,台大,化學系,化學,50.8,254.0
114,台大,地質科學系,地質,47.2,236.0
114,台大,心理學系,心理,50.6,253.0
114,台大,地理環境資源學系A組,地理,47.67,143.0
114,台大,地理環境資源學系B組,地理,55.85,181.5
114,台大,大氣科學系,大氣科學,47.74,274.5
114,台大,政治學系政治理論組,政治,53.14,292.25
114,台大,政治學系國際關係組,政治,54.86,301.75
114,台大,政治學系公共行政組,政治,53.32,293.25
114,台大,經濟學系A組,經濟,50.67,228.0
114,台大,經濟學系B組,經濟,55.38,360.0
114,台大,社會學系,社會學,50.8,254.0
114,台大,社會工作學系,社會工作,47.91,263.5
114,台大,醫學系(自費),醫學,57.6,288.0
114,台大,醫學系(公費),醫學,53.2,266.0
114,台大,牙醫學系,牙醫,57.0,285.0
114,台大,藥學系,藥學,53.29,373.0
114,台大,醫學檢驗暨生物技術學系,醫檢,51.0,255.0
